date,sales,temperature,is_holiday,promotion,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
2011/8/5,15295.55,91.65,0,0,NA,NA,NA,NA,NA
2011/8/12,14539.79,90.76,0,0,NA,NA,NA,NA,NA
2011/8/19,14689.24,89.94,0,0,NA,NA,NA,NA,NA
2011/8/26,14537.37,87.96,0,0,NA,NA,NA,NA,NA
2011/9/2,15277.27,87.83,0,0,NA,NA,NA,NA,NA
2011/9/9,17746.68,76,1,0,NA,NA,NA,NA,NA
2011/9/16,18535.48,79.94,0,0,NA,NA,NA,NA,NA
2011/9/23,17859.3,75.8,0,0,NA,NA,NA,NA,NA
2011/9/30,18337.68,79.69,0,0,NA,NA,NA,NA,NA
2011/10/7,20797.58,69.31,0,0,NA,NA,NA,NA,NA
2011/10/14,23077.55,71.74,0,0,NA,NA,NA,NA,NA
2011/10/21,23351.8,63.71,0,0,NA,NA,NA,NA,NA
2011/10/28,31579.9,66.57,0,0,NA,NA,NA,NA,NA
2011/11/4,39886.06,54.98,0,0,NA,NA,NA,NA,NA
2011/11/11,18689.54,59.11,0,1,10382.9,6115.67,215.07,2406.62,6551.42
2011/11/18,19050.66,62.25,0,1,6074.12,254.39,51.98,427.39,5988.57
2011/11/25,20911.25,60.14,1,1,410.31,98,55805.51,8,554.92
2011/12/2,25293.49,48.91,0,1,5629.51,68,1398.11,2084.64,20475.32
2011/12/9,33305.92,43.93,0,1,4640.65,19,105.02,3639.42,14461.82
2011/12/16,45773.03,51.63,0,1,5011.32,67,347.37,225.79,4011.37
2011/12/23,46788.75,47.96,0,1,2725.36,40.48,634.7,24.9,2739.43
2011/12/30,23350.88,44.55,1,1,5762.1,46011.38,260.36,983.65,4735.78
2012/1/6,16567.69,49.01,0,1,6277.39,21813.16,143.1,1450.13,8483
2012/1/13,16894.4,48.53,0,1,5183.29,8025.87,42.24,453.08,3719.38
2012/1/20,18365.1,54.11,0,1,4139.87,2807.19,33.88,500.62,3400.21
2012/1/27,18378.16,54.26,0,1,1164.46,1082.74,44,11,1222.19
2012/2/3,23510.49,56.55,0,1,34577.06,3579.21,160.53,32403.87,5630.4
2012/2/10,36988.49,48.02,1,1,13925.06,6927.23,101.64,8471.88,6886.04
2012/2/17,54060.1,45.32,0,1,9873.33,11062.27,9.8,8409.31,3402.66
2012/2/24,20124.22,57.25,0,1,9349.61,7556.01,3.2,1219.92,8143.59
2012/3/2,20113.03,60.96,0,1,15441.4,1569,10.8,25390.88,8067.61
2012/3/9,21140.07,58.76,0,1,10331.04,151.88,6,671.43,5509.84
2012/3/16,22366.88,64.74,0,1,4298.16,7.5,2.02,2724.65,2017.69
2012/3/23,22107.7,65.93,0,1,6118.56,9.48,4.97,426.72,3657.22
2012/3/30,28952.86,67.61,0,1,10309.58,0.5,10.25,1654.17,2642.78
2012/4/6,57592.12,70.43,0,1,10121.97,NA,77.98,3750.59,4510.72
2012/4/13,34684.21,69.07,0,1,6186.19,3288.69,17.07,1822.55,1063.78
2012/4/20,16976.19,66.76,0,1,2230.8,612.02,19.75,275.13,5747.1
2012/4/27,16347.6,67.23,0,1,3221.25,NA,35.49,577.14,6222.25
2012/5/4,17147.44,75.55,0,1,21290.13,NA,69.89,4977.35,3261.04
2012/5/11,18164.2,73.77,0,1,8351.4,NA,10.52,2443.14,3127.88
2012/5/18,18517.79,70.33,0,1,6154.14,NA,45.11,1675.49,5508.18
2012/5/25,16963.55,77.22,0,1,4039.39,NA,745.19,1429.96,3631.13
2012/6/1,16065.49,77.95,0,1,6086.21,12,370.51,148.75,3690.85
2012/6/8,17666,78.3,0,1,8813.81,116.8,64.55,2652.04,7161.91
2012/6/15,17558.82,79.35,0,1,5621.99,109.6,0.25,2420.28,3083.26
2012/6/22,16633.41,78.39,0,1,8624.56,171.25,3.05,2524.07,7063.68
2012/6/29,15722.82,84.88,0,1,3965.73,161.6,NA,435.99,4212.97
2012/7/6,17823.37,81.57,0,1,12218.76,94.4,192.83,4066.01,6149.04
2012/7/13,16566.18,77.12,0,1,7218.13,45.2,36.24,3909.38,2596.37
2012/7/20,16348.06,80.42,0,1,3213,313.72,9.53,2262.02,3228.19
2012/7/27,15731.18,82.66,0,1,7146.9,389.02,1.59,10267.54,4325.19
2012/8/3,16628.31,86.11,0,1,27584.78,119.98,30.23,12007.04,4661.71
2012/8/10,16119.92,85.05,0,1,11436.22,245,6.85,6964.26,4836.22
2012/8/17,17330.7,84.85,0,1,3662.06,137.86,4.84,2752.2,3446.15
2012/8/24,16286.4,77.66,0,1,6237.83,260.06,2.97,3463.03,7988.25
2012/8/31,16680.24,80.49,0,1,21442.73,102.32,21.7,13209.64,3032.96
2012/9/7,18322.37,83.96,1,1,5204.68,35.74,50.94,4120.32,2737.17
2012/9/14,19616.22,74.97,0,1,17212.52,7,18.79,1523.11,7992.72
2012/9/21,19251.5,69.87,0,1,6352.3,7.64,4.69,1010.06,6456.71
2012/9/28,18947.81,76.08,0,1,3666.27,7.64,1.65,1417.96,4744.28
2012/10/5,21904.47,68.55,0,1,8077.89,NA,18.22,3617.43,3626.14
2012/10/12,22764.01,62.99,0,1,2086.18,NA,8.11,602.36,5926.45
2012/10/19,24185.27,67.97,0,1,950.33,NA,4.93,80.25,2312.85
2012/10/26,27390.81,69.16,0,1,2585.85,31.75,6,1057.16,1305.01
2012/11/2,50605.27,55.32,0,1,6766.44,5147.7,50.82,3639.9,2737.42
2012/11/9,44682.74,61.24,0,1,11421.32,3370.89,40.28,4646.79,6154.16
2012/11/16,47928.89,52.92,0,1,9696.28,292.1,103.78,1133.15,6612.69
2012/11/23,44292.87,56.23,1,1,883.59,4.17,74910.32,209.91,303.32
2012/11/30,48397.98,52.34,0,1,2460.03,NA,3838.35,150.57,6966.34
2012/12/7,43751.94,64.12,0,1,6343.16,NA,270,2928.9,10147.9
2012/12/14,43615.49,48.89,0,1,3504.83,NA,73.26,1636.8,2779.6
2012/12/21,41892.55,56.02,0,1,8231.71,NA,274,358.15,2834.02
2012/12/28,47450.5,44.79,1,1,12659.55,37101.13,174.78,74.46,1208.86
2013/1/4,46549.73,41.73,0,1,1214.08,25366.33,15.01,72.36,3940.02
2013/1/11,45025.02,50.32,0,1,6520.24,16134.6,12.17,774.55,4001.25
2013/1/18,44418.11,42.92,0,1,3772.69,3559.46,3.88,246.62,1900.4
2013/1/25,45971.3,53.37,0,1,965.89,1097.91,0.1,225.36,1831.88
2013/2/1,47903.01,56.46,0,1,9290.91,1359.9,265,20657.82,972.61
2013/2/8,43675.61,56.67,1,1,32355.16,729.8,280.89,20426.61,4671.78
2013/2/15,44319.15,49.66,0,1,72937.29,6665.52,47.21,13014.67,6310.18
2013/2/22,44619.52,50.25,0,1,20107.75,3163.89,42.2,15657.3,5812.86
2013/3/1,48754.47,48.01,0,1,10610.74,261.46,2.8,25.54,2747.59
2013/3/8,47089.54,50.81,0,1,5000.58,290.46,78.77,606.15,3697.11
2013/3/15,44428.71,55.33,0,1,3808.13,NA,15.65,2616.6,1909.17
2013/3/22,45299.92,63.42,0,1,12553.98,NA,495.1,6787.75,2545.66
2013/3/29,47077.72,51,0,1,13067.46,NA,384.9,122.93,3903.8
2013/4/5,46752.12,58.59,0,1,12872.34,5687.86,485.97,478.04,5092.33
2013/4/12,44339.2,62.72,0,1,3672.43,932.58,52.86,949.07,2836.64
2013/4/19,44763.33,67.1,0,1,3530.36,3.95,107.5,458.76,2062.05
2013/4/26,45833.77,59.23,0,1,2387.72,NA,98.34,516.28,1421.63
2013/5/3,50031.73,66.66,0,1,2298.63,2,129.9,55.46,1301.04
2013/5/10,45475.69,63.9,0,1,4624.61,83.88,42.38,1618.31,8144.9
2013/5/17,49754.17,69.53,0,1,16170.5,92,8.32,4127.24,6206.97
2013/5/24,49623.53,77.19,0,1,7959.89,178,1621.47,3152.57,2938.7
2013/5/31,49015.05,78.02,0,1,2369.77,142.45,475.35,45.55,2056.84
2013/6/7,45182.5,76.44,0,1,3514.75,742.59,116.15,1015.44,5137.09
2013/6/14,44681.64,79.86,0,1,12592.32,527.48,402.88,7474.56,2484.44
2013/6/21,42477.49,81.35,0,1,8104.02,417.99,327.33,5182.25,3754.44
2013/6/28,45829.02,83.94,0,1,4205.98,796.7,6.84,3816.78,4812.74
2013/7/5,46387.54,79.85,0,1,7649.99,3503.29,1766.77,9454.96,1079.89
2013/7/12,43110.79,83.12,0,1,6089.94,1362.42,209.62,2367.42,2651.05
2013/7/19,42371.48,79.26,0,1,3117.04,1060.39,199.05,1012.3,5381.72
2013/7/26,44081.33,81.54,0,1,332.17,673.19,1,38.63,1245.2
2010/2/5,46381.43,40.19,0,0,NA,NA,NA,NA,NA
2010/2/12,43194.49,38.49,1,0,NA,NA,NA,NA,NA
2010/2/19,41443.25,39.69,0,0,NA,NA,NA,NA,NA
2010/2/26,45681.98,46.1,0,0,NA,NA,NA,NA,NA
2010/3/5,44405.02,47.17,0,0,NA,NA,NA,NA,NA
2010/3/12,46955.82,57.56,0,0,NA,NA,NA,NA,NA
2010/3/19,49303.28,54.52,0,0,NA,NA,NA,NA,NA
2010/3/26,59889.32,51.26,0,0,NA,NA,NA,NA,NA
2010/4/2,35819.83,63.27,0,0,NA,NA,NA,NA,NA
2010/4/9,43202.29,65.41,0,0,NA,NA,NA,NA,NA
2010/4/16,39857.4,68.07,0,0,NA,NA,NA,NA,NA
2010/4/23,41596.99,65.11,0,0,NA,NA,NA,NA,NA
2010/4/30,41651.01,66.98,0,0,NA,NA,NA,NA,NA
2010/5/7,46829.12,71.28,0,0,NA,NA,NA,NA,NA
2010/5/14,47595.35,73.31,0,0,NA,NA,NA,NA,NA
2010/5/21,49202.06,74.83,0,0,NA,NA,NA,NA,NA
2010/5/28,46165.25,81.13,0,0,NA,NA,NA,NA,NA
2010/6/4,53035.54,81.81,0,0,NA,NA,NA,NA,NA
2010/6/11,48465.72,83.4,0,0,NA,NA,NA,NA,NA
2010/6/18,45222.3,85.81,0,0,NA,NA,NA,NA,NA
2010/6/25,44293.54,86.26,0,0,NA,NA,NA,NA,NA
2010/7/2,46991.58,82.74,0,0,NA,NA,NA,NA,NA
2010/7/9,48501.79,82.59,0,0,NA,NA,NA,NA,NA
2010/7/16,44464.74,85.32,0,0,NA,NA,NA,NA,NA
2010/7/23,46544.56,87.66,0,0,NA,NA,NA,NA,NA
2010/7/30,43682.41,83.49,0,0,NA,NA,NA,NA,NA
2010/8/6,50139.92,89.53,0,0,NA,NA,NA,NA,NA
2010/8/13,44274.15,89.05,0,0,NA,NA,NA,NA,NA
2010/8/20,44302.11,88.7,0,0,NA,NA,NA,NA,NA
2010/8/27,45072.11,87.12,0,0,NA,NA,NA,NA,NA
2010/9/3,47844.27,81.83,0,0,NA,NA,NA,NA,NA
2010/9/10,46363.93,79.09,1,0,NA,NA,NA,NA,NA
2010/9/17,42939.63,82.05,0,0,NA,NA,NA,NA,NA
2010/9/24,42415.81,81.79,0,0,NA,NA,NA,NA,NA
2010/10/1,45247.74,69.24,0,0,NA,NA,NA,NA,NA
2010/10/8,44623.23,63.19,0,0,NA,NA,NA,NA,NA
2010/10/15,43260.96,65.8,0,0,NA,NA,NA,NA,NA
2010/10/22,45113.56,68.5,0,0,NA,NA,NA,NA,NA
2010/10/29,43191.02,66.24,0,0,NA,NA,NA,NA,NA
2010/11/5,49359.75,57.85,0,0,NA,NA,NA,NA,NA
2010/11/12,45341.92,59.69,0,0,NA,NA,NA,NA,NA
2010/11/19,46391.12,50.81,0,0,NA,NA,NA,NA,NA
2010/11/26,47659.93,62.98,1,0,NA,NA,NA,NA,NA
2010/12/3,49419.75,49.33,0,0,NA,NA,NA,NA,NA
2010/12/10,43315.85,45.5,0,0,NA,NA,NA,NA,NA
2010/12/17,42963.96,47.55,0,0,NA,NA,NA,NA,NA
2010/12/24,43390.94,49.97,0,0,NA,NA,NA,NA,NA
2010/12/31,46045.09,47.3,1,0,NA,NA,NA,NA,NA
2011/1/7,49880.69,44.69,0,0,NA,NA,NA,NA,NA
2011/1/14,43306.38,33.02,0,0,NA,NA,NA,NA,NA
2011/1/21,42487.67,41.4,0,0,NA,NA,NA,NA,NA
2011/1/28,41682.4,42.83,0,0,NA,NA,NA,NA,NA
2011/2/4,47313.62,38.25,0,0,NA,NA,NA,NA,NA
2011/2/11,44936.47,33.19,1,0,NA,NA,NA,NA,NA
2011/2/18,43997.78,57.83,0,0,NA,NA,NA,NA,NA
2011/2/25,44259.59,60.8,0,0,NA,NA,NA,NA,NA
2011/3/4,45928.14,57.77,0,0,NA,NA,NA,NA,NA
2011/3/11,49357.43,52.7,0,0,NA,NA,NA,NA,NA
2011/3/18,51137.42,62.32,0,0,NA,NA,NA,NA,NA
2011/3/25,65615.36,69.42,0,0,NA,NA,NA,NA,NA
2011/4/1,43539.94,55.43,0,0,NA,NA,NA,NA,NA
2011/4/8,44481.38,67,0,0,NA,NA,NA,NA,NA
2011/4/15,43353.09,69.48,0,0,NA,NA,NA,NA,NA
2011/4/22,43753.43,69.39,0,0,NA,NA,NA,NA,NA
2011/4/29,41556.23,69.21,0,0,NA,NA,NA,NA,NA
2011/5/6,54322.24,61.48,0,0,NA,NA,NA,NA,NA
2011/5/13,50581.06,74.61,0,0,NA,NA,NA,NA,NA
2011/5/20,46085.47,67.14,0,0,NA,NA,NA,NA,NA
2011/5/27,47080.12,76.42,0,0,NA,NA,NA,NA,NA
2011/6/3,52608.51,83.07,0,0,NA,NA,NA,NA,NA
2011/6/10,48563.69,83.4,0,0,NA,NA,NA,NA,NA
2011/6/17,47346.32,86.53,0,0,NA,NA,NA,NA,NA
2011/6/24,44796.03,85.17,0,0,NA,NA,NA,NA,NA
2011/7/1,46529.68,85.69,0,0,NA,NA,NA,NA,NA
2011/7/8,51805.88,87.7,0,0,NA,NA,NA,NA,NA
2011/7/15,43991.18,89.83,0,0,NA,NA,NA,NA,NA
2011/7/22,45561.85,89.34,0,0,NA,NA,NA,NA,NA
2011/7/29,45456.23,90.07,0,0,NA,NA,NA,NA,NA
2011/8/5,50501.3,93.34,0,0,NA,NA,NA,NA,NA
2011/8/12,46717.76,91.58,0,0,NA,NA,NA,NA,NA
2011/8/19,44411.23,89.86,0,0,NA,NA,NA,NA,NA
2011/8/26,45817.07,90.45,0,0,NA,NA,NA,NA,NA
2011/9/2,47425.29,89.64,0,0,NA,NA,NA,NA,NA
2011/9/9,49439.58,77.97,1,0,NA,NA,NA,NA,NA
2011/9/16,46637.48,78.85,0,0,NA,NA,NA,NA,NA
2011/9/23,46075,75.58,0,0,NA,NA,NA,NA,NA
2011/9/30,47629.14,78.14,0,0,NA,NA,NA,NA,NA
2011/10/7,49771.92,69.92,0,0,NA,NA,NA,NA,NA
2011/10/14,44411.95,71.67,0,0,NA,NA,NA,NA,NA
2011/10/21,45108.22,64.53,0,0,NA,NA,NA,NA,NA
2011/10/28,45008.22,65.87,0,0,NA,NA,NA,NA,NA
2011/11/4,49424.06,55.53,0,0,NA,NA,NA,NA,NA
2011/11/11,46729.91,59.33,0,1,10797.64,20445,443.32,4754.07,4787.16
2011/11/18,46350.97,62.01,0,1,6490.92,1217.76,152.12,873.82,7656.42
2011/11/25,44972.52,56.36,1,1,919.71,62,77451.26,23,1589.43
2011/12/2,50995.5,48.74,0,1,8010.99,83.47,1897.27,4444,28238.93
2011/12/9,47344.5,41.76,0,1,11472.59,40,306.43,4160.55,8899.08
2011/12/16,44493.61,50.13,0,1,4908.83,61.03,341.49,469.8,4744.27
2011/12/23,43541.07,46.66,0,1,2971.04,15.18,1501.75,88.76,6437.61
2011/12/30,45784.76,44.57,1,1,8321.44,92523.94,139.53,1515.4,3027.69
2012/1/6,48577.08,46.75,0,1,5886.72,37454.29,121.16,2388.92,7103.97
2012/1/13,42112.67,45.99,0,1,4414.72,12092.63,98.38,708.18,4245.6
2012/1/20,42354.72,51.7,0,1,6552.26,4355.69,105.97,1703.1,3376.03
2012/1/27,43134.88,50.5,0,1,1920.15,1507.56,86.09,43.4,2613.53
2012/2/3,13740.12,55.21,0,1,75149.79,3818.85,221.4,48159.86,7423.61
2012/2/10,10887.84,46.98,1,1,13510.89,6674.42,94.07,14114.9,9577.83
2012/2/17,11523.47,43.82,0,1,13942.54,14273.24,15.76,4927.14,6650.08
2012/2/24,11135.17,54.63,0,1,13048.36,12059.1,10.2,5299.73,10380.03
2012/3/2,12275.58,58.79,0,1,23901.27,2144.7,9,9799.63,4929.53
2012/3/9,10123.45,57.11,0,1,11784.91,368.32,3,2498.17,7746
2012/3/16,9001.37,63.68,0,1,5965.99,230.42,3,2650.77,2073.81
2012/3/23,10366.85,64.01,0,1,6008.98,139.93,6.63,1650.49,5263.08
2012/3/30,11157.08,66.83,0,1,14369.3,164.77,17,1017.31,3470.49
2012/4/6,10179.29,68.43,0,1,12132.59,1.3,32.58,4874.69,5535.13
2012/4/13,9226.8,68.08,0,1,8994.04,6573.08,20.21,4162.2,1966.38
2012/4/20,8868.93,65.69,0,1,7311.02,2236.2,33.53,878.07,4080.32
2012/4/27,9337.44,67.2,0,1,3076.68,NA,38.32,108.71,2708.9
2012/5/4,9372.8,76.73,0,1,23731.47,NA,78.09,7931.42,4443.52
2012/5/11,7919.86,73.87,0,1,16519.5,NA,117.38,5131.02,3634.25
2012/5/18,7813.91,71.27,0,1,9262.12,NA,42.67,3694.8,4612.01
2012/5/25,8412.69,78.19,0,1,10701.32,NA,1030.53,3595.04,14920.27
2012/6/1,8001.41,78.38,0,1,13091.33,21,245.37,2993.15,5521.72
2012/6/8,7742.75,78.69,0,1,12162.04,463.6,78.39,3610.78,10877.64
2012/6/15,8201.06,80.56,0,1,8573.41,195,0.19,4455.38,5288.61
2012/6/22,6591.22,81.04,0,1,12126.02,314,60.99,6058.6,36430.33
2012/6/29,7857.88,86.32,0,1,8495.34,275.8,NA,1935.16,5686.13
2012/7/6,8112.67,84.2,0,1,12355.5,295.05,100.15,6720.4,5506.53
2012/7/13,13751.3,80.17,0,1,8354.65,342.25,20.53,5674.44,5012.22
2012/7/20,16930.62,83.23,0,1,6961.58,241.2,24.97,3401.36,2453.42
2012/7/27,20915.95,86.37,0,1,6999.14,197.72,2.53,6319.33,5007.01
2012/8/3,26719.02,90.22,0,1,27650.68,164.58,43.02,21801.9,6652.98
2012/8/10,30640.54,88.55,0,1,5554.54,142.3,13.43,4187.43,5286.19
2012/8/17,41101.93,84.79,0,1,4774.16,330.78,10.53,4253.28,4927.26
2012/8/24,51159.17,76.91,0,1,4759.7,211.38,6.62,2972.88,5102.26
2012/8/31,19081.8,82.64,0,1,17500.26,73.22,21.38,12878.62,4756.5
2012/9/7,12134.69,87.65,1,1,10658.86,149.28,60.97,2920.9,3275.57
2012/9/14,10722.46,75.88,0,1,8325.93,NA,37.32,1808.69,9314.55
2012/9/21,8097.92,71.09,0,1,6707.94,3.82,15.55,1001.42,7607.94
2012/9/28,9775.17,79.45,0,1,7106.05,1.91,1.65,1549.1,3946.03
2012/10/5,10081.8,70.27,0,1,6037.76,NA,10.04,3027.37,3853.4
2012/10/12,9735.73,60.97,0,1,2145.5,NA,33.31,586.83,10421.01
2012/10/19,8614.41,68.08,0,1,4461.89,NA,1.14,1579.67,2642.29
2012/10/26,9283.09,69.79,0,1,6152.59,129.77,200,272.29,2924.15
2012/11/2,9825.22,56.4,0,1,9585.99,6181.03,32.4,1571.2,4510.08
2012/11/9,9146.77,61.9,0,1,9497.69,2711.51,109.45,7185.16,6480.49
2012/11/16,9202.11,52.72,0,1,26925.38,285.03,101.44,2014.28,8732.45
2012/11/23,10706.81,58.06,1,1,2280.54,2.49,105146.3,927.97,1253.85
2012/11/30,10856.85,52.64,0,1,4764.84,NA,4748.06,200.48,6088.49
2012/12/7,11219.78,64.19,0,1,7303.66,NA,460.32,2352.61,14872.79
2012/12/14,11986.84,47.69,0,1,5550.46,NA,50,871.41,2419.54
2012/12/21,12080.36,55.14,0,1,5692.66,248.76,312.92,594.17,2167.73
2012/12/28,8266.14,41.56,1,1,13194.12,56549.69,377.76,115.89,3479.8
2013/1/4,15808.15,39.12,0,1,2045.13,34381.53,26.36,159.76,3863.31
2013/1/11,13275.87,47.42,0,1,6722.95,12098.17,13.68,1067.36,5383.2
2013/1/18,12532.94,40.98,0,1,3737.16,3047.9,9.26,49.14,2758.1
2013/1/25,11983.34,51.33,0,1,1599.61,1605.81,0.6,161.21,1963.72
2013/2/1,11012.52,54.75,0,1,13078.9,1642.02,545.2,12725.35,5002.74
2013/2/8,11428.25,56.08,1,1,63622.34,687.56,358.29,44824.98,8167.67
2013/2/15,11724.98,48.92,0,1,16105.39,6019.52,11.33,5982.79,7043.58
2013/2/22,10473.78,48.16,0,1,6907.35,4354.2,16.58,1054.97,3019.84
2013/3/1,11039.12,46.08,0,1,6023.68,439.6,4.4,56.86,4416.82
2013/3/8,10689.97,51.12,0,1,24134.43,54.43,136.7,7235.69,6441.67
2013/3/15,8148.69,55.14,0,1,7640,NA,29.43,1461.6,1824.17
2013/3/22,9049.02,59.97,0,1,11184.28,NA,853.3,3319.2,3870.64
2013/3/29,8734.19,50.54,0,1,8248.47,NA,769.51,774.08,3513.62
2013/4/5,10417.33,58.3,0,1,16944.64,4983.34,411.07,2378.92,3007.06
2013/4/12,8212.97,61.23,0,1,10165.99,395.13,66.86,1537.62,3122.19
2013/4/19,8468.72,67.05,0,1,6858.52,12.72,104.72,219.88,2640.86
2013/4/26,8653.62,58.13,0,1,2782.18,11.92,146.45,461.83,2046.53
2013/5/3,10420.92,65.26,0,1,12613.71,21.98,120.42,4940.3,2407.24
2013/5/10,8732.46,63.51,0,1,7793.3,706.58,76.82,2788.92,35238.98
2013/5/17,7939.01,70.55,0,1,6242.52,423.82,9.06,1470.25,4390.07
2013/5/24,8120.7,76.83,0,1,6252.19,358.76,1665.35,797.59,3837.1
2013/5/31,8853.89,78.05,0,1,2670.48,188.5,289.22,1258.68,1601.41
2013/6/7,7508.71,76.2,0,1,13644.9,900.33,221.4,8826.14,7275.75
2013/6/14,7658.75,80.91,0,1,9784.1,548.27,674.6,2966.31,5282.33
2013/6/21,6165.73,81.11,0,1,7896.26,491.02,371.73,7426.29,3043.81
2013/6/28,8070.64,85.37,0,1,8638.45,2457.32,9,4713.2,9079.05
